0,0.0441,195.3385,0.0035,14.2613,189.8479,-13.1224,-0.324938,0.25428,0.271936,0.210636,0.258597,0.393681,0.367537,-0.266566,0.323456,-0.10135
1,0,100000,0,0,100000,0,-0.36408,0.245856,0.380328,0.203785,0.254418,0.212161,0.303393,0.133519,0.15052,-0.173055
2,0.0965,377.2571,0.003,18.4542,464.6814,30.7259,-0.067303,0.234525,-0.048833,0.315144,0.248193,0.215809,0.224947,0.167925,0.350814,-0.330242
3,0,100000,0,0,100000,0,0.097412,-0.077429,-0.341262,0.222888,0.356728,0.392367,0.213269242,0.146413,-0.316811,-0.2795859
4,0,100000,0,0,100000,0,-0.130936,0.157271,0.057934,0.233828,0.280326,0.24084945,0.263366,0.186686,-0.336586,0.277063
5,0.0452,51.3299,0.004,37.5455,50.6395,10.7038,0.09615,0.04819,0.23906,0.302374,0.293686,0.285587,0.289179,-0.326187,0.086115,0.353795
6,0.1368,339.6165,0.0104,10.4332,266.9526,13.3555,0.08568,0.015153,-0.051124,0.312487,0.324529,0.285246,0.342433,-0.015615,0.111631,0.386781
7,0,100000,0,0,100000,0,0.28462,-0.114298,0.020432,0.225877,0.211312,0.2483388,0.211485,-0.230074,-0.385896,0.340032
8,0.1864,309.0805,0.0117,10.1938,343.8981,15.5168,0.074183,-0.179662,-0.173676,0.23698,0.384238,0.305727,0.336232,-0.170543,-0.295008,-0.065917
9,0,100000,0,0,100000,0,-0.142422,1.276506219,0.03469,0.290364,0.290774,0.21480552,0.397192,0.137814,-0.001805978,0.211018
10,0,100000,0,0,100000,0,0.288568,0.225878,-0.27455112,0.3941,0.3439341,0.299719,0.3161412,-0.140935,0.240323,0.00379566
11,0,100000,0,0,100000,0,0.032049,-0.2531731,0.13522,0.309336,0.319785,0.25896753,0.252245,0.33901,0.0740597,0.229711
12,0.0413,128.6847,0.0042,11.9837,148.8518,10.3514,-0.22612565,0.197309,0.340327,0.266111,0.344603,0.38661,0.31372,-0.1035683,0.202892,0.01547
13,0.0854,263.4316,0.0043,23.2526,206.9092,19.4335,0.167873,-0.381653,-0.08054,0.348989,0.246234,0.248052,0.326556,0.20598,0.185429,0.206041
14,0.1836,65.741,0.0168,46.6114,45.9936,-11.4315,0.09664,0.333006,-0.146809,0.35256,0.2349162,0.399675,0.231904,-0.006077,0.117037,-0.023967
15,0.1348,599.2522,0.006,7.2113,815.7693,22.6483,0.180822,0.929384216,-0.379492,0.327191,0.314469,0.219059397,0.383395,-0.345343,-0.013754518,0.308622
16,0.2203,100.9863,0.0228,16.4146,102.3629,-10.0407,-0.3450229,0.059928,-0.047199,0.269102,0.256133,0.228465,0.38839,-0.1592998,0.095941,0.23323
17,0,100000,0,0,100000,0,0.029764,1.163594559,0.026496,0.391087,0.259091,0.2217033,0.312439,-0.003037,-0.011445776,0.211913
18,0.0452,66.3974,0.0045,24.8965,75.3387,-10.627,-0.132783,0.136665506,-0.280717,0.288642,0.363491,0.232426902,0.287525,-0.253213,-0.215977032,-0.058802
19,0.0469,160.3304,0.0034,18.5178,160.6454,-13.9244,0.131911,-0.156864,-0.062877,0.281266,0.274576,0.258136,0.322177,-0.208592,-0.138357,0.135551
20,0.1807,125.4748,0.012,23.2046,147.3105,15.2548,-0.3291446,0.427918375,-0.2579,0.257548,0.290232,0.217218964,0.392029,0.0219461,0.315125561,0.306336
21,0.0939,73.8817,0.0067,48.1142,59.9993,-13.6604,0.181411,-0.051101265,0.256432,0.331087,0.215527,0.229590779,0.258345,-0.318825,-0.117299016,0.152013
22,0,100000,0,0,100000,0,0.017757,0.0095,0.008058,0.304517,0.314694,0.218843,0.278791,0.261743,-0.237561,-0.024927
23,0,100000,0,0,100000,0,0.124951,0.014419,-0.406478,0.388288,0.244969,0.294159,0.204488,0.263079,0.270983,0.250912
24,0.0483,3732.6864,0.0011,3.4858,3711.9141,43.8168,-0.043886,-0.432099,0.389692,0.291122,0.315667,0.254381,0.287478,0.422612,0.358621,-0.059404
25,0,100000,0,0,100000,0,0.213789,-0.417781,-0.210028,0.337103,0.2696391,0.309506,0.217698,-0.202776,0.401591,-0.158621
26,0.0494,193.0292,0.0026,26.8877,169.9552,-18.7091,-0.396736,0.119639,-0.30986,0.282925,0.242257,0.215902,0.343245,0.420672,0.220594,0.04639
27,0.1302,44.6806,0.0127,36.8298,47.1697,-10.2117,0.16651215,-0.137599805,0.268483,0.334573,0.369781,0.207096653,0.345546,-0.4480497,-0.12016264,-0.003933
28,0.19,59.3513,0.0141,29.4129,102.3756,-14.0335,-0.082357,-0.332480097,-0.178015,0.295626,0.243177,0.22008996,0.394093,0.497051,-0.31315167,-0.096726
29,0,100000,0,0,100000,0,0.450492,-0.207037,-0.098388,0.255574,0.334206,0.282888,0.214465,0.2134737,0.426595,0.094713
30,0.0976,103.4399,0.008,18.892,133.444,12.5631,0.272523,0.418603334,-0.17498,0.264937,0.293123,0.22673115,0.270684,-0.055519,-0.046249531,0.07345
31,0,100000,0,0,100000,0,-0.19863455,-0.040074662,-0.389838,0.339618,0.370459,0.317161,0.345706,-0.4656146,0.262470538,0.28803
32,0,100000,0,0,100000,0,-0.19863455,-0.040074662,-0.389838,0.339618,0.370459,0.317161,0.345706,-0.4656146,0.262470538,0.28803
33,0,100000,0,0,100000,0,0.039254,-0.242769,0.078957,0.215455,0.214673,0.225134,0.227922,0.390361,0.203595,0.34867
34,0.2546,145.4325,0.0243,17.9468,103.7139,10.584,-0.40860735,0.441308,-0.07887213,0.392276,0.339253,0.386227,0.21179394,-0.1639287,-0.213943,-0.35623719
35,0,100000,0,0,100000,0,0.012594,0.370185,0.205697,0.248269,0.3074724,0.300534,0.203731,-0.331719,0.250927,0.11143
